Time	f(sum(transaction_count)/number(86400)) – Litecoin
05.03.2024	3.1903819444444443
06.03.2024	2.7481944444444446
07.03.2024	2.6432523148148146
08.03.2024	2.473009259259259
09.03.2024	2.9115972222222224
10.03.2024	2.577141203703704
11.03.2024	2.3463078703703704
12.03.2024	2.525324074074074
13.03.2024	1.9954282407407407
14.03.2024	1.9415393518518518
15.03.2024	2.0488773148148147
16.03.2024	2.071365740740741
17.03.2024	1.8609375
18.03.2024	1.887962962962963
19.03.2024	1.8696527777777778
20.03.2024	2.0883680555555557
21.03.2024	2.4797569444444445
22.03.2024	3.1291319444444445
23.03.2024	1.999375
24.03.2024	1.8367013888888888
25.03.2024	2.633136574074074
26.03.2024	2.343912037037037
27.03.2024	2.5316087962962963
28.03.2024	2.001898148148148
29.03.2024	2.0940046296296297
30.03.2024	2.02037037037037
31.03.2024	1.9101041666666667
01.04.2024	1.889398148148148
02.04.2024	2.004375
03.04.2024	1.881898148148148
04.04.2024	1.9053703703703704
05.04.2024	1.989212962962963
06.04.2024	1.8764930555555555
07.04.2024	1.781261574074074
08.04.2024	1.8155671296296296
09.04.2024	1.8500231481481482
10.04.2024	1.874375
11.04.2024	1.9244444444444444
12.04.2024	2.0233101851851854
13.04.2024	1.940925925925926
14.04.2024	1.7332407407407406
15.04.2024	1.8402662037037036
16.04.2024	1.894976851851852
17.04.2024	1.8614467592592592
18.04.2024	1.9033564814814814
19.04.2024	1.9415046296296297
20.04.2024	1.954386574074074
21.04.2024	1.832685185185185
22.04.2024	1.8676273148148148
23.04.2024	1.8927662037037036
24.04.2024	1.942939814814815
25.04.2024	2.0321296296296296
26.04.2024	2.0989699074074073
27.04.2024	1.998923611111111
28.04.2024	3.2193055555555556
29.04.2024	2.523298611111111
30.04.2024	4.5571064814814815
01.05.2024	3.8027430555555557
02.05.2024	2.2862962962962965
03.05.2024	2.4981944444444446
04.05.2024	2.5081944444444444
05.05.2024	2.191226851851852
06.05.2024	2.343240740740741
07.05.2024	2.3677662037037037
08.05.2024	2.458425925925926
09.05.2024	2.1330092592592593
10.05.2024	2.2201157407407406
11.05.2024	2.268136574074074
12.05.2024	2.2375694444444445
13.05.2024	2.2441087962962962
14.05.2024	2.734421296296296
15.05.2024	2.9867708333333334
16.05.2024	3.9342361111111113
17.05.2024	4.728912037037037
18.05.2024	4.191400462962963
19.05.2024	3.7980092592592594
20.05.2024	3.808240740740741
21.05.2024	2.5186458333333333
22.05.2024	2.1846064814814814
23.05.2024	2.008252314814815
24.05.2024	2.237951388888889
25.05.2024	2.008587962962963
26.05.2024	1.8407291666666667
27.05.2024	2.1827199074074075
28.05.2024	2.4182175925925926
29.05.2024	3.4578356481481483
30.05.2024	2.7991435185185187
31.05.2024	2.9073842592592594
01.06.2024	2.3402546296296296
02.06.2024	2.0526851851851853
03.06.2024	2.1922106481481483
04.06.2024	2.1295023148148147
05.06.2024	4.939548611111111
06.06.2024	6.583263888888889
07.06.2024	5.9604282407407405
08.06.2024	7.753067129629629
09.06.2024	7.576851851851852
10.06.2024	8.036747685185185
11.06.2024	7.501157407407407
12.06.2024	7.425891203703704
13.06.2024	7.6227430555555555
14.06.2024	2.6155902777777778
15.06.2024	3.277060185185185
16.06.2024	2.030474537037037
17.06.2024	2.4920949074074072
18.06.2024	2.321886574074074
