Time	f(sum(transaction_count)/number(86400)) – Litecoin
18.06.2023	0.8925810185185186
19.06.2023	1.706875
20.06.2023	2.2634143518518517
21.06.2023	2.153449074074074
22.06.2023	1.6486458333333334
23.06.2023	1.587824074074074
24.06.2023	1.5689467592592592
25.06.2023	1.227337962962963
26.06.2023	1.3465509259259258
27.06.2023	1.5569907407407408
28.06.2023	1.8469212962962962
29.06.2023	1.7199652777777779
30.06.2023	1.8999074074074074
01.07.2023	1.5272337962962963
02.07.2023	1.5694328703703704
03.07.2023	1.5108564814814816
04.07.2023	1.640775462962963
05.07.2023	1.4717824074074075
06.07.2023	1.379224537037037
07.07.2023	1.4612847222222223
08.07.2023	1.6982523148148148
09.07.2023	1.5271180555555555
10.07.2023	1.2951388888888888
11.07.2023	1.2477430555555555
12.07.2023	1.3557291666666667
13.07.2023	1.4516087962962962
14.07.2023	1.4313310185185186
15.07.2023	1.372800925925926
16.07.2023	1.3573726851851853
17.07.2023	1.3301041666666666
18.07.2023	1.3086458333333333
19.07.2023	1.4933912037037036
20.07.2023	1.3466319444444443
21.07.2023	1.3630902777777778
22.07.2023	1.4167824074074074
23.07.2023	1.2429166666666667
24.07.2023	1.4516319444444445
25.07.2023	1.667638888888889
26.07.2023	2.1794444444444445
27.07.2023	1.6713888888888888
28.07.2023	1.6620717592592593
29.07.2023	1.5439814814814814
30.07.2023	1.2602083333333334
31.07.2023	1.3673148148148149
01.08.2023	1.5561574074074074
02.08.2023	1.4826273148148148
03.08.2023	1.6378356481481482
04.08.2023	1.5888541666666667
05.08.2023	1.478888888888889
06.08.2023	1.3386111111111112
07.08.2023	1.772962962962963
08.08.2023	1.602800925925926
09.08.2023	1.5982291666666666
10.08.2023	1.612627314814815
11.08.2023	1.5002662037037038
12.08.2023	1.5856018518518518
13.08.2023	1.516574074074074
14.08.2023	1.5284490740740742
15.08.2023	1.259849537037037
16.08.2023	1.2740509259259258
17.08.2023	1.2725925925925925
18.08.2023	1.3507986111111112
19.08.2023	1.235462962962963
20.08.2023	1.234201388888889
21.08.2023	1.2942708333333333
22.08.2023	1.3894560185185185
23.08.2023	1.2199074074074074
24.08.2023	1.253611111111111
25.08.2023	1.3691782407407407
26.08.2023	1.3834027777777778
27.08.2023	1.2866666666666666
28.08.2023	1.263125
29.08.2023	1.3251851851851852
30.08.2023	1.2579166666666666
31.08.2023	1.3027546296296297
01.09.2023	1.3441087962962963
02.09.2023	1.5856481481481481
03.09.2023	1.4412268518518518
04.09.2023	1.2306365740740741
05.09.2023	1.2110532407407408
06.09.2023	1.2094444444444445
07.09.2023	1.2238773148148148
08.09.2023	1.291412037037037
09.09.2023	1.238761574074074
10.09.2023	1.2527430555555557
11.09.2023	1.3679861111111111
12.09.2023	1.2314814814814814
13.09.2023	1.2083101851851852
14.09.2023	1.2375810185185185
15.09.2023	1.31875
16.09.2023	1.2739930555555556
17.09.2023	1.1608333333333334
18.09.2023	1.212210648148148
19.09.2023	1.2385069444444445
20.09.2023	1.2840393518518518
21.09.2023	1.2410532407407406
22.09.2023	1.2937962962962963
23.09.2023	1.284699074074074
24.09.2023	1.2106828703703705
25.09.2023	1.2480787037037038
26.09.2023	1.2252546296296296
27.09.2023	1.2438078703703703
28.09.2023	1.2769560185185185
29.09.2023	1.379386574074074
30.09.2023	1.3002662037037036
01.10.2023	1.2613541666666668
02.10.2023	1.2479976851851853
03.10.2023	1.2839236111111112
04.10.2023	1.2725578703703704
05.10.2023	1.277013888888889
06.10.2023	1.3458333333333334
07.10.2023	1.2853009259259258
08.10.2023	1.1962037037037037
09.10.2023	1.2204166666666667
10.10.2023	1.2101388888888889
11.10.2023	1.245451388888889
12.10.2023	1.2482060185185184
13.10.2023	1.3674421296296295
14.10.2023	1.302476851851852
15.10.2023	1.2110532407407408
16.10.2023	1.2450231481481482
17.10.2023	1.2589467592592594
18.10.2023	1.2268171296296295
19.10.2023	1.2649305555555554
20.10.2023	1.3703472222222222
21.10.2023	1.327048611111111
22.10.2023	1.2266898148148149
23.10.2023	1.2541087962962962
24.10.2023	1.3093171296296295
25.10.2023	1.3641666666666667
26.10.2023	1.3603703703703705
27.10.2023	1.3504050925925926
28.10.2023	1.3127893518518519
29.10.2023	1.2607638888888888
30.10.2023	1.3012847222222221
31.10.2023	1.3568287037037037
01.11.2023	1.3635648148148147
02.11.2023	1.3980324074074073
03.11.2023	1.394085648148148
04.11.2023	1.369351851851852
05.11.2023	1.3027430555555555
06.11.2023	1.2982175925925925
07.11.2023	1.403923611111111
08.11.2023	1.3363310185185184
09.11.2023	2.208414351851852
10.11.2023	2.652083333333333
11.11.2023	2.255
12.11.2023	2.074039351851852
13.11.2023	7.647662037037037
14.11.2023	11.765428240740741
15.11.2023	1.8101041666666666
16.11.2023	1.7468171296296295
17.11.2023	1.8569444444444445
18.11.2023	1.5654861111111111
19.11.2023	1.7123726851851853
20.11.2023	1.6939930555555556
21.11.2023	1.6633101851851853
22.11.2023	1.5902199074074075
23.11.2023	1.7275231481481481
24.11.2023	1.5750694444444444
25.11.2023	1.498599537037037
26.11.2023	1.5729398148148148
27.11.2023	1.675625
28.11.2023	1.7844097222222222
29.11.2023	1.8817592592592594
30.11.2023	1.8708449074074074
01.12.2023	2.076435185185185
02.12.2023	2.2213078703703704
03.12.2023	2.2542013888888888
04.12.2023	2.115335648148148
05.12.2023	6.8318055555555555
06.12.2023	4.9665740740740745
07.12.2023	8.769814814814815
08.12.2023	9.805057870370371
09.12.2023	2.531886574074074
10.12.2023	2.324074074074074
11.12.2023	5.4905787037037035
12.12.2023	4.879270833333333
13.12.2023	5.409652777777778
14.12.2023	4.771655092592592
15.12.2023	4.289467592592593
16.12.2023	5.029756944444444
17.12.2023	5.446053240740741
18.12.2023	8.69513888888889
19.12.2023	13.868298611111111
20.12.2023	14.734837962962963
21.12.2023	11.894270833333334
22.12.2023	12.02173611111111
23.12.2023	11.676631944444445
24.12.2023	6.5164583333333335
25.12.2023	7.783125
26.12.2023	6.784884259259259
27.12.2023	4.902453703703704
28.12.2023	6.093136574074074
29.12.2023	5.874664351851852
30.12.2023	7.136817129629629
31.12.2023	9.50099537037037
01.01.2024	9.103310185185185
02.01.2024	10.232835648148148
03.01.2024	14.104328703703704
04.01.2024	7.090416666666667
05.01.2024	7.8090625
06.01.2024	7.521307870370371
07.01.2024	8.325231481481481
08.01.2024	8.80537037037037
09.01.2024	6.820636574074074
10.01.2024	8.033078703703703
11.01.2024	7.048148148148148
12.01.2024	6.500196759259259
13.01.2024	4.652835648148148
14.01.2024	7.429861111111111
15.01.2024	4.460173611111111
16.01.2024	5.57587962962963
17.01.2024	4.161238425925926
18.01.2024	4.489050925925926
19.01.2024	3.898877314814815
20.01.2024	8.199166666666667
21.01.2024	9.417314814814814
22.01.2024	11.071157407407407
23.01.2024	6.962847222222222
24.01.2024	5.328020833333333
25.01.2024	4.088368055555556
26.01.2024	2.461527777777778
27.01.2024	2.6604976851851854
28.01.2024	2.651828703703704
29.01.2024	3.197662037037037
30.01.2024	2.759502314814815
31.01.2024	2.1914699074074075
01.02.2024	2.261979166666667
02.02.2024	2.828472222222222
03.02.2024	4.1940625
04.02.2024	3.2611921296296296
05.02.2024	2.6626967592592594
06.02.2024	2.5145833333333334
07.02.2024	3.1875925925925928
08.02.2024	3.022546296296296
09.02.2024	2.7660532407407405
10.02.2024	3.1683333333333334
11.02.2024	3.363113425925926
12.02.2024	2.2868518518518517
13.02.2024	2.4704050925925927
14.02.2024	2.3355787037037037
15.02.2024	2.0966203703703705
16.02.2024	2.8633912037037037
17.02.2024	2.1505092592592594
18.02.2024	2.1876967592592593
19.02.2024	2.8076967592592594
20.02.2024	2.408402777777778
21.02.2024	3.1152199074074076
22.02.2024	2.6819444444444445
23.02.2024	2.535925925925926
24.02.2024	2.4866550925925925
25.02.2024	2.6423958333333335
26.02.2024	2.437662037037037
27.02.2024	2.8664467592592593
28.02.2024	2.467175925925926
29.02.2024	2.7466898148148147
01.03.2024	2.882835648148148
02.03.2024	2.7932175925925926
03.03.2024	2.0919675925925927
04.03.2024	2.5338194444444446
