Time	f(sum(transaction_count)/number(86400)) – Ethereum
09.02.2024	12.445277777777777
10.02.2024	11.702256944444445
11.02.2024	11.889756944444445
12.02.2024	11.394340277777777
13.02.2024	12.760555555555555
14.02.2024	13.085289351851852
15.02.2024	13.358877314814816
16.02.2024	13.647337962962963
17.02.2024	12.482766203703704
18.02.2024	12.651296296296296
19.02.2024	13.279976851851853
20.02.2024	13.307361111111112
21.02.2024	12.735648148148147
22.02.2024	12.532662037037037
23.02.2024	13.42738425925926
24.02.2024	12.748888888888889
25.02.2024	12.756967592592593
26.02.2024	13.74375
27.02.2024	14.116516203703704
28.02.2024	14.20138888888889
29.02.2024	14.315416666666666
01.03.2024	13.956539351851852
02.03.2024	14.011319444444444
03.03.2024	13.692349537037037
04.03.2024	14.666666666666666
05.03.2024	15.089398148148149
06.03.2024	14.108703703703704
07.03.2024	14.222407407407408
08.03.2024	14.030717592592593
09.03.2024	13.42806712962963
10.03.2024	13.396296296296295
11.03.2024	14.419837962962964
12.03.2024	14.267581018518518
13.03.2024	14.782650462962962
14.03.2024	15.05644675925926
15.03.2024	15.18636574074074
16.03.2024	14.763310185185185
17.03.2024	13.935405092592593
18.03.2024	14.830868055555555
19.03.2024	15.947025462962962
20.03.2024	15.870763888888888
21.03.2024	15.413530092592593
22.03.2024	15.33005787037037
23.03.2024	15.018622685185186
24.03.2024	14.244884259259258
25.03.2024	14.810844907407407
26.03.2024	15.220856481481482
27.03.2024	14.725381944444445
28.03.2024	14.89673611111111
29.03.2024	15.099085648148149
30.03.2024	14.34954861111111
31.03.2024	14.41519675925926
01.04.2024	14.417997685185185
02.04.2024	14.346956018518519
03.04.2024	14.023148148148149
04.04.2024	14.293425925925925
05.04.2024	14.37701388888889
06.04.2024	13.90650462962963
07.04.2024	13.63238425925926
08.04.2024	14.134664351851852
09.04.2024	14.197743055555556
10.04.2024	13.982268518518518
11.04.2024	14.04712962962963
12.04.2024	15.301527777777778
13.04.2024	13.45400462962963
14.04.2024	13.114166666666666
15.04.2024	13.748912037037037
16.04.2024	13.639479166666666
17.04.2024	14.420925925925927
18.04.2024	14.299583333333333
19.04.2024	13.682465277777778
20.04.2024	13.339583333333334
21.04.2024	13.12412037037037
22.04.2024	13.6371875
23.04.2024	13.881539351851853
24.04.2024	13.558263888888888
25.04.2024	13.733090277777778
26.04.2024	13.6275
27.04.2024	12.776828703703703
28.04.2024	13.2053125
29.04.2024	14.174502314814815
30.04.2024	14.611875
01.05.2024	13.965578703703704
02.05.2024	14.163148148148148
03.05.2024	13.826481481481482
04.05.2024	13.461493055555556
05.05.2024	13.262858796296296
06.05.2024	13.775833333333333
07.05.2024	14.258460648148148
08.05.2024	13.416909722222222
09.05.2024	13.039918981481481
10.05.2024	13.362673611111111
11.05.2024	12.889872685185185
12.05.2024	12.215613425925927
13.05.2024	13.462060185185186
14.05.2024	13.686585648148148
15.05.2024	13.85494212962963
16.05.2024	14.107800925925925
17.05.2024	12.877199074074074
18.05.2024	12.526712962962963
19.05.2024	11.829664351851852
20.05.2024	13.010196759259259
21.05.2024	13.873796296296296
22.05.2024	13.757777777777777
23.05.2024	13.383148148148148
24.05.2024	13.473391203703704
25.05.2024	13.391585648148148
26.05.2024	13.183020833333334
27.05.2024	13.421481481481482
28.05.2024	12.792997685185185
29.05.2024	13.573738425925926
30.05.2024	13.309537037037037
31.05.2024	13.60412037037037
01.06.2024	12.95920138888889
02.06.2024	12.464976851851851
03.06.2024	13.342430555555556
04.06.2024	13.47662037037037
05.06.2024	13.639780092592593
06.06.2024	13.364814814814816
07.06.2024	13.706388888888888
08.06.2024	13.383159722222222
09.06.2024	13.222210648148149
10.06.2024	13.659351851851852
11.06.2024	13.623460648148148
12.06.2024	14.169074074074073
13.06.2024	14.248113425925926
14.06.2024	13.704525462962962
15.06.2024	13.161087962962963
16.06.2024	12.99875
17.06.2024	13.231226851851853
18.06.2024	8.110138888888889
