Time	f(sum(transaction_count)/number(86400)) – Ethereum
18.06.2023	4.558645833333333
19.06.2023	12.110532407407407
20.06.2023	12.41105324074074
21.06.2023	12.635578703703704
22.06.2023	12.179780092592592
23.06.2023	12.21037037037037
24.06.2023	11.626886574074074
25.06.2023	10.822349537037036
26.06.2023	11.540983796296297
27.06.2023	12.355416666666667
28.06.2023	12.669270833333334
29.06.2023	12.320625
30.06.2023	13.071064814814815
01.07.2023	11.760694444444445
02.07.2023	10.718414351851852
03.07.2023	12.289351851851851
04.07.2023	10.792430555555555
05.07.2023	8.80886574074074
06.07.2023	10.58824074074074
07.07.2023	12.023842592592592
08.07.2023	11.739039351851853
09.07.2023	11.050590277777777
10.07.2023	12.254826388888889
11.07.2023	12.640729166666667
12.07.2023	12.056064814814814
13.07.2023	12.982141203703703
14.07.2023	12.860451388888889
15.07.2023	11.00954861111111
16.07.2023	10.962233796296296
17.07.2023	11.99931712962963
18.07.2023	13.613506944444444
19.07.2023	12.661458333333334
20.07.2023	12.149930555555555
21.07.2023	12.859224537037036
22.07.2023	11.624699074074075
23.07.2023	11.312824074074074
24.07.2023	11.994212962962964
25.07.2023	11.462662037037036
26.07.2023	11.918449074074074
27.07.2023	11.563171296296296
28.07.2023	11.74306712962963
29.07.2023	11.471770833333334
30.07.2023	11.36212962962963
31.07.2023	12.134965277777777
01.08.2023	12.362361111111111
02.08.2023	12.061909722222222
03.08.2023	12.14744212962963
04.08.2023	12.446284722222222
05.08.2023	13.013564814814815
06.08.2023	11.429467592592593
07.08.2023	12.121944444444445
08.08.2023	12.71630787037037
09.08.2023	12.460590277777778
10.08.2023	12.010798611111111
11.08.2023	12.155127314814814
12.08.2023	11.259710648148149
13.08.2023	10.657430555555555
14.08.2023	11.689479166666667
15.08.2023	12.226793981481482
16.08.2023	12.455231481481482
17.08.2023	12.3365625
18.08.2023	12.516400462962963
19.08.2023	12.054212962962962
20.08.2023	10.919444444444444
21.08.2023	11.698125
22.08.2023	12.046689814814815
23.08.2023	12.097453703703703
24.08.2023	12.213368055555556
25.08.2023	11.872013888888889
26.08.2023	11.467523148148148
27.08.2023	10.498958333333333
28.08.2023	11.525960648148148
29.08.2023	11.801990740740742
30.08.2023	11.890231481481482
31.08.2023	11.691296296296295
01.09.2023	11.650868055555556
02.09.2023	11.853842592592592
03.09.2023	12.01537037037037
04.09.2023	11.02361111111111
05.09.2023	11.50519675925926
06.09.2023	12.25625
07.09.2023	11.771863425925925
08.09.2023	11.739548611111111
09.09.2023	10.756944444444445
10.09.2023	10.02949074074074
11.09.2023	11.824259259259259
12.09.2023	12.649976851851852
13.09.2023	18.840972222222224
14.09.2023	12.402662037037038
15.09.2023	11.605428240740741
16.09.2023	10.675625
17.09.2023	10.180833333333334
18.09.2023	11.337627314814815
19.09.2023	11.607766203703704
20.09.2023	11.720636574074074
21.09.2023	13.091655092592593
22.09.2023	11.284618055555555
23.09.2023	9.994247685185185
24.09.2023	10.228541666666667
25.09.2023	11.468425925925926
26.09.2023	12.051180555555556
27.09.2023	12.232199074074074
28.09.2023	11.927523148148149
29.09.2023	11.859699074074074
30.09.2023	11.316793981481482
01.10.2023	10.679328703703703
02.10.2023	11.769039351851852
03.10.2023	11.602488425925927
04.10.2023	11.384236111111111
05.10.2023	11.062453703703703
06.10.2023	11.499351851851852
07.10.2023	11.537118055555556
08.10.2023	10.699108796296295
09.10.2023	11.499756944444444
10.10.2023	11.642939814814815
11.10.2023	11.641527777777778
12.10.2023	11.621168981481482
13.10.2023	11.658460648148148
14.10.2023	10.40019675925926
15.10.2023	10.662395833333333
16.10.2023	11.897037037037038
17.10.2023	11.601724537037038
18.10.2023	11.697708333333333
19.10.2023	11.550127314814814
20.10.2023	12.591678240740741
21.10.2023	11.42824074074074
22.10.2023	11.349791666666667
23.10.2023	12.30988425925926
24.10.2023	12.71207175925926
25.10.2023	12.513402777777777
26.10.2023	12.636331018518518
27.10.2023	11.975104166666666
28.10.2023	11.47355324074074
29.10.2023	12.402268518518518
30.10.2023	12.670289351851851
31.10.2023	12.611180555555556
01.11.2023	12.748923611111111
02.11.2023	12.098854166666667
03.11.2023	12.785578703703704
04.11.2023	11.734745370370371
05.11.2023	11.972905092592592
06.11.2023	12.753668981481482
07.11.2023	12.22193287037037
08.11.2023	12.34113425925926
09.11.2023	13.023136574074075
10.11.2023	13.266099537037038
11.11.2023	12.82042824074074
12.11.2023	12.285810185185186
13.11.2023	12.595810185185185
14.11.2023	12.152777777777779
15.11.2023	12.446597222222222
16.11.2023	12.650520833333333
17.11.2023	12.554155092592593
18.11.2023	13.13210648148148
19.11.2023	11.38263888888889
20.11.2023	13.332696759259258
21.11.2023	13.072858796296297
22.11.2023	13.217627314814814
23.11.2023	13.001608796296296
24.11.2023	12.365856481481481
25.11.2023	11.407546296296296
26.11.2023	11.453854166666666
27.11.2023	12.468912037037038
28.11.2023	13.36824074074074
29.11.2023	13.33130787037037
30.11.2023	12.9596875
01.12.2023	12.957256944444444
02.12.2023	14.00619212962963
03.12.2023	11.932743055555555
04.12.2023	13.410069444444444
05.12.2023	13.856087962962963
06.12.2023	13.043819444444445
07.12.2023	13.420439814814815
08.12.2023	13.6859375
09.12.2023	12.969386574074074
10.12.2023	13.068240740740741
11.12.2023	12.588680555555555
12.12.2023	12.461423611111112
13.12.2023	12.517523148148149
14.12.2023	13.394398148148149
15.12.2023	13.451643518518518
16.12.2023	12.233344907407407
17.12.2023	12.520625
18.12.2023	13.170949074074073
19.12.2023	13.34650462962963
20.12.2023	14.427442129629629
21.12.2023	14.375034722222223
22.12.2023	13.955
23.12.2023	12.987569444444444
24.12.2023	13.19920138888889
25.12.2023	12.762662037037037
26.12.2023	12.923854166666667
27.12.2023	13.167650462962962
28.12.2023	13.721157407407407
29.12.2023	12.852650462962963
30.12.2023	12.626076388888889
31.12.2023	12.291157407407407
01.01.2024	12.7484375
02.01.2024	13.063159722222222
03.01.2024	12.641435185185186
04.01.2024	12.923298611111111
05.01.2024	12.377152777777777
06.01.2024	11.515590277777777
07.01.2024	12.150821759259259
08.01.2024	12.425173611111111
09.01.2024	12.490127314814815
10.01.2024	14.434097222222222
11.01.2024	13.995902777777777
12.01.2024	14.00318287037037
13.01.2024	14.03011574074074
14.01.2024	22.698425925925925
15.01.2024	13.358009259259259
16.01.2024	14.69650462962963
17.01.2024	13.66931712962963
18.01.2024	13.939884259259259
19.01.2024	13.587199074074075
20.01.2024	12.296296296296296
21.01.2024	12.954375
22.01.2024	12.458981481481482
23.01.2024	12.541863425925927
24.01.2024	12.501493055555555
25.01.2024	13.584618055555556
26.01.2024	13.568900462962963
27.01.2024	13.283981481481481
28.01.2024	13.057997685185185
29.01.2024	12.913310185185185
30.01.2024	13.779085648148149
31.01.2024	13.166909722222222
01.02.2024	13.047893518518519
02.02.2024	12.826064814814815
03.02.2024	12.211261574074074
04.02.2024	12.148715277777777
05.02.2024	12.96570601851852
06.02.2024	12.509791666666667
07.02.2024	13.229375
08.02.2024	12.177870370370371
