Time	f(sum(transaction_count)/number(86400)) – Dash
19.08.2023	0.1267361111111111
20.08.2023	0.1274537037037037
21.08.2023	0.15635416666666666
22.08.2023	0.11685185185185185
23.08.2023	0.1123611111111111
24.08.2023	0.1339699074074074
25.08.2023	0.13752314814814814
26.08.2023	0.12091435185185186
27.08.2023	0.11011574074074074
28.08.2023	0.11747685185185185
29.08.2023	0.12486111111111112
30.08.2023	0.10697916666666667
31.08.2023	0.11540509259259259
01.09.2023	0.13189814814814815
02.09.2023	0.1515162037037037
03.09.2023	0.1308564814814815
04.09.2023	0.1359375
05.09.2023	0.14866898148148147
06.09.2023	0.14164351851851853
07.09.2023	0.14314814814814814
08.09.2023	0.13818287037037036
09.09.2023	0.12232638888888889
10.09.2023	0.11501157407407407
11.09.2023	0.1322685185185185
12.09.2023	0.14856481481481482
13.09.2023	0.13898148148148148
14.09.2023	0.13170138888888888
15.09.2023	0.13534722222222223
16.09.2023	0.12833333333333333
17.09.2023	0.13934027777777777
18.09.2023	0.1449652777777778
19.09.2023	0.14136574074074074
20.09.2023	0.12670138888888888
21.09.2023	0.12398148148148148
22.09.2023	0.12055555555555555
23.09.2023	0.11081018518518519
24.09.2023	0.11247685185185186
25.09.2023	0.10508101851851852
26.09.2023	0.14835648148148148
27.09.2023	0.12471064814814815
28.09.2023	0.11755787037037037
29.09.2023	0.13008101851851853
30.09.2023	0.12141203703703704
01.10.2023	0.14484953703703704
02.10.2023	0.16030092592592593
03.10.2023	0.15091435185185184
04.10.2023	0.12858796296296296
05.10.2023	0.12518518518518518
06.10.2023	0.13155092592592593
07.10.2023	0.16068287037037038
08.10.2023	0.13273148148148148
09.10.2023	0.1371527777777778
10.10.2023	0.15318287037037037
11.10.2023	0.13449074074074074
12.10.2023	0.1477662037037037
13.10.2023	0.1408912037037037
14.10.2023	0.11761574074074074
15.10.2023	0.11755787037037037
16.10.2023	0.11432870370370371
17.10.2023	0.14730324074074075
18.10.2023	0.1304861111111111
19.10.2023	0.13275462962962964
20.10.2023	0.1260763888888889
21.10.2023	0.12685185185185185
22.10.2023	0.1247337962962963
23.10.2023	0.10041666666666667
24.10.2023	0.15627314814814816
25.10.2023	0.1394212962962963
26.10.2023	0.11699074074074074
27.10.2023	0.12094907407407407
28.10.2023	0.1207175925925926
29.10.2023	0.12912037037037036
30.10.2023	0.1166087962962963
31.10.2023	0.15107638888888889
01.11.2023	0.1379513888888889
02.11.2023	0.1159375
03.11.2023	0.09501157407407407
04.11.2023	0.10164351851851852
05.11.2023	0.09989583333333334
06.11.2023	0.11400462962962964
07.11.2023	0.13347222222222221
08.11.2023	0.12681712962962963
09.11.2023	0.1255787037037037
10.11.2023	0.11120370370370371
11.11.2023	0.1180787037037037
12.11.2023	0.14991898148148147
13.11.2023	0.2516203703703704
14.11.2023	0.10024305555555556
15.11.2023	0.1063888888888889
16.11.2023	0.12508101851851852
17.11.2023	0.12856481481481483
18.11.2023	0.12012731481481481
19.11.2023	0.10046296296296296
20.11.2023	0.1125
21.11.2023	0.13015046296296295
22.11.2023	0.13387731481481482
23.11.2023	0.10130787037037037
24.11.2023	0.11736111111111111
25.11.2023	0.12824074074074074
26.11.2023	0.10603009259259259
27.11.2023	0.12259259259259259
28.11.2023	0.10780092592592593
29.11.2023	0.14655092592592592
30.11.2023	0.17678240740740742
01.12.2023	0.19436342592592593
02.12.2023	0.19002314814814814
03.12.2023	0.16292824074074075
04.12.2023	0.16923611111111111
05.12.2023	0.19164351851851852
06.12.2023	0.2011111111111111
07.12.2023	0.19768518518518519
08.12.2023	0.18457175925925925
09.12.2023	0.15525462962962963
10.12.2023	0.15943287037037038
11.12.2023	0.17998842592592593
12.12.2023	1.329398148148148
13.12.2023	2.214421296296296
14.12.2023	0.27674768518518517
15.12.2023	0.16615740740740742
16.12.2023	0.1514814814814815
17.12.2023	0.1522337962962963
18.12.2023	0.17083333333333334
19.12.2023	0.19041666666666668
20.12.2023	0.18314814814814814
21.12.2023	0.18736111111111112
22.12.2023	0.16650462962962964
23.12.2023	0.1571875
24.12.2023	0.14851851851851852
25.12.2023	0.1658449074074074
26.12.2023	0.17827546296296296
27.12.2023	0.18032407407407408
28.12.2023	0.17733796296296298
29.12.2023	0.1699189814814815
30.12.2023	0.15368055555555554
31.12.2023	0.14884259259259258
01.01.2024	0.15899305555555557
02.01.2024	0.17333333333333334
03.01.2024	0.18313657407407408
04.01.2024	0.1835763888888889
05.01.2024	0.1587037037037037
06.01.2024	0.14403935185185185
07.01.2024	0.14641203703703703
08.01.2024	0.1611226851851852
09.01.2024	0.17877314814814815
10.01.2024	0.1884259259259259
11.01.2024	0.20510416666666667
12.01.2024	0.1891898148148148
13.01.2024	0.1803587962962963
14.01.2024	0.15846064814814814
15.01.2024	0.17733796296296298
16.01.2024	0.19284722222222223
17.01.2024	0.19128472222222223
18.01.2024	0.19244212962962962
19.01.2024	0.17712962962962964
20.01.2024	0.16594907407407408
21.01.2024	0.15237268518518518
22.01.2024	0.17706018518518518
23.01.2024	0.19523148148148148
24.01.2024	0.1829398148148148
25.01.2024	0.17650462962962962
26.01.2024	0.17149305555555555
27.01.2024	0.15546296296296297
28.01.2024	0.15703703703703703
29.01.2024	0.17298611111111112
30.01.2024	0.19340277777777778
31.01.2024	0.19681712962962963
01.02.2024	0.1986111111111111
02.02.2024	0.2012847222222222
03.02.2024	0.17438657407407407
04.02.2024	0.175625
05.02.2024	0.1612037037037037
06.02.2024	0.19738425925925926
07.02.2024	0.20693287037037036
08.02.2024	0.19908564814814814
09.02.2024	0.18513888888888888
10.02.2024	0.19886574074074073
11.02.2024	0.16310185185185186
12.02.2024	0.17796296296296296
13.02.2024	0.1917824074074074
14.02.2024	0.1972800925925926
15.02.2024	0.19550925925925927
16.02.2024	0.17452546296296295
17.02.2024	0.16086805555555556
18.02.2024	0.1553125
19.02.2024	0.17039351851851853
20.02.2024	0.19363425925925926
21.02.2024	0.19244212962962962
22.02.2024	0.1962962962962963
23.02.2024	0.2089236111111111
24.02.2024	0.16311342592592593
25.02.2024	0.15311342592592592
26.02.2024	0.17760416666666667
27.02.2024	0.18552083333333333
28.02.2024	0.18563657407407408
29.02.2024	0.18563657407407408
01.03.2024	0.17833333333333334
02.03.2024	0.17166666666666666
03.03.2024	0.195
04.03.2024	0.2034375
05.03.2024	0.20434027777777777
06.03.2024	0.18783564814814815
07.03.2024	0.18181712962962962
08.03.2024	0.14824074074074073
09.03.2024	0.14107638888888888
10.03.2024	0.14645833333333333
11.03.2024	0.15476851851851853
12.03.2024	0.18630787037037036
13.03.2024	0.17809027777777778
14.03.2024	0.18975694444444444
15.03.2024	0.17546296296296296
16.03.2024	0.17228009259259258
17.03.2024	0.1497337962962963
18.03.2024	0.18247685185185186
19.03.2024	0.20956018518518518
20.03.2024	0.1825
21.03.2024	0.16972222222222222
22.03.2024	0.15762731481481482
23.03.2024	0.14824074074074073
24.03.2024	0.15094907407407407
25.03.2024	0.1715509259259259
26.03.2024	0.1801851851851852
27.03.2024	0.17575231481481482
28.03.2024	0.17590277777777777
29.03.2024	0.16681712962962963
30.03.2024	0.16267361111111112
31.03.2024	0.15839120370370371
01.04.2024	0.17577546296296295
02.04.2024	0.20230324074074074
03.04.2024	0.19672453703703704
04.04.2024	0.1819212962962963
05.04.2024	0.17923611111111112
06.04.2024	0.17284722222222224
07.04.2024	0.16542824074074075
08.04.2024	0.17883101851851851
09.04.2024	0.19626157407407407
10.04.2024	0.14105324074074074
11.04.2024	0.11841435185185185
12.04.2024	0.17153935185185185
13.04.2024	0.14824074074074073
14.04.2024	0.11921296296296297
15.04.2024	0.1386574074074074
16.04.2024	0.14934027777777778
17.04.2024	0.14063657407407407
18.04.2024	0.14774305555555556
19.04.2024	0.25533564814814813
20.04.2024	0.2204398148148148
21.04.2024	0.19604166666666667
22.04.2024	0.17998842592592593
23.04.2024	0.1889699074074074
24.04.2024	0.19510416666666666
25.04.2024	0.18162037037037038
26.04.2024	0.17027777777777778
27.04.2024	0.15869212962962964
28.04.2024	0.15952546296296297
29.04.2024	0.1855787037037037
30.04.2024	0.18052083333333332
01.05.2024	0.18796296296296297
02.05.2024	0.213125
03.05.2024	0.19849537037037038
04.05.2024	0.18702546296296296
05.05.2024	0.25916666666666666
06.05.2024	0.2809259259259259
07.05.2024	0.23452546296296295
08.05.2024	0.17375
09.05.2024	0.1295023148148148
10.05.2024	0.1605902777777778
11.05.2024	0.1398611111111111
12.05.2024	0.15619212962962964
13.05.2024	0.17283564814814814
14.05.2024	0.15711805555555555
15.05.2024	0.1282523148148148
16.05.2024	0.1678587962962963
17.05.2024	0.17908564814814815
18.05.2024	0.16993055555555556
19.05.2024	0.14881944444444445
20.05.2024	0.16185185185185186
21.05.2024	0.15197916666666667
22.05.2024	0.1462152777777778
23.05.2024	0.1635648148148148
24.05.2024	0.1445486111111111
25.05.2024	0.15253472222222222
26.05.2024	0.13324074074074074
27.05.2024	0.15150462962962963
28.05.2024	0.1817476851851852
29.05.2024	0.15305555555555556
30.05.2024	0.16751157407407408
31.05.2024	0.1960300925925926
01.06.2024	0.18944444444444444
02.06.2024	0.16479166666666667
03.06.2024	0.16431712962962963
04.06.2024	0.1943287037037037
05.06.2024	0.18359953703703705
06.06.2024	0.1642361111111111
07.06.2024	0.1588425925925926
08.06.2024	0.17424768518518519
09.06.2024	0.13642361111111112
10.06.2024	0.14586805555555554
11.06.2024	0.12393518518518519
12.06.2024	0.12505787037037036
13.06.2024	0.13023148148148148
14.06.2024	0.1295486111111111
15.06.2024	0.13256944444444443
16.06.2024	0.12121527777777778
17.06.2024	0.13849537037037038
18.06.2024	0.07815972222222223
